loan_amnt,term,int_rate,annual_inc,installment,verification_status,grade,revol_util,loan_status
3000,0,5.79,47000.0,90.99,2,6,17.7,0
20000,1,18.25,120000.0,510.6,1,1,78.1,0
9600,1,10.37,50256.0,205.73,1,5,79.5,0
3500,1,7.66,24000.0,70.4,1,6,30.9,0
6400,1,16.02,130000.0,155.71,2,3,80.6,0
12000,0,7.29,115000.0,372.12,1,6,30.4,0
20050,1,11.11,64200.0,437.04,1,5,92.7,0
8000,1,10.0,30000.0,169.98,0,5,2.2,0
10000,1,16.4,53000.0,245.32,0,2,47.6,1
18000,0,11.11,125000.0,590.24,0,5,62.9,0
4500,0,13.06,80000.0,151.76,0,4,48.3,0
7350,1,10.74,60000.0,158.86,0,5,41.9,0
12000,0,10.37,150000.0,389.3,0,5,50.9,0
19000,1,10.74,110004.0,410.65,1,5,24.8,0
2250,0,5.42,52500.0,67.86,0,6,36.0,0
19000,1,10.37,130000.0,407.17,0,5,32.6,0
20000,1,15.65,80640.0,482.65,1,3,61.5,0
16000,1,17.14,52000.0,398.85,1,2,34.0,0
10000,1,14.91,70000.0,237.43,1,3,86.1,1
15000,0,14.54,75000.0,516.61,1,3,96.6,1
35000,0,7.66,160000.0,1091.3,1,6,0.9,0
20000,1,12.68,70000.0,451.8,1,4,50.7,1
25000,1,13.8,46000.0,579.12,1,4,51.5,1
9000,1,16.77,65000.0,222.57,1,2,35.6,0
2000,0,7.29,18000.0,62.02,2,6,0.0,0
8000,0,15.28,37008.0,278.43,0,3,98.8,0
8000,0,7.66,69936.0,249.44,2,6,0.0,0
6700,0,6.92,110000.0,206.64,2,6,41.5,0
7000,0,9.63,98100.0,224.66,1,5,83.9,1
25000,1,12.68,55000.0,564.74,2,4,17.1,1
8400,1,14.17,22200.0,196.2,2,4,64.1,0
3600,0,5.42,45000.0,108.58,2,6,11.4,0
13000,1,10.74,25200.0,280.97,0,5,70.3,0
22000,0,10.74,52000.0,717.55,1,5,38.0,0
3500,0,7.66,105508.0,109.13,2,6,55.7,0
18550,1,10.74,117000.0,400.93,1,5,63.7,0
15000,1,10.74,80000.0,324.2,1,5,65.7,0
7000,0,13.06,44000.0,236.07,2,4,67.2,0
8400,1,16.4,26400.0,206.07,1,2,44.1,0
6000,1,13.43,36000.0,137.85,0,4,83.7,0
3000,1,17.51,45000.0,75.39,2,2,97.2,1
2000,1,10.37,36461.0,42.86,2,5,44.0,0
3000,0,12.68,55000.0,100.63,2,4,44.1,1
9000,0,10.0,45600.0,290.41,2,5,5.3,0
3600,0,13.43,50000.0,122.05,2,4,66.4,1
4500,0,13.43,25000.0,152.56,2,4,32.7,0
17600,1,12.68,48000.0,397.58,2,4,8.5,0
5000,1,10.37,52164.0,107.15,2,5,63.6,1
7500,0,7.66,60000.0,233.85,0,6,38.6,0
4000,0,5.79,40000.0,121.31,0,6,0.0,0
2500,0,10.74,24000.0,81.54,0,5,17.2,0
35000,1,16.02,110000.0,851.51,1,3,37.8,0
2000,1,7.66,27600.0,40.23,0,6,5.2,0
10000,0,5.42,57000.0,301.6,1,6,12.0,1
7000,0,6.92,50000.0,215.89,2,6,75.6,0
5000,1,10.0,90000.0,106.24,0,5,80.7,0
25000,1,13.43,90000.0,574.35,1,4,5.3,1
3000,0,6.92,45000.0,92.53,0,6,15.5,0
4000,0,13.06,62000.0,134.9,0,4,57.8,0
20000,1,20.48,42000.0,535.24,1,0,49.1,1
19000,0,20.48,80000.0,710.77,1,0,99.8,1
6600,0,13.06,30000.0,222.58,1,4,89.9,1
3000,0,10.74,153000.0,97.85,2,5,96.1,0
4800,1,13.06,39520.0,109.37,2,4,33.8,0
20000,1,16.4,55000.0,490.63,1,2,58.2,0
9600,0,17.14,78000.0,342.94,0,2,33.9,0
2525,0,10.37,12960.0,81.92,2,5,45.0,0
2000,0,7.29,46800.0,62.02,2,6,42.2,1
20000,1,14.91,73536.0,474.86,1,3,86.6,0
11500,1,15.28,27000.0,275.28,2,3,89.1,0
14500,1,15.65,56496.0,349.93,1,3,80.3,0
6000,0,5.42,74000.0,180.96,2,6,14.3,0
26000,1,17.14,61600.0,648.13,2,2,85.3,1
21600,0,10.37,154000.0,700.73,1,5,31.2,0
17000,1,14.91,60000.0,403.63,2,3,5.1,1
23325,1,16.77,43800.0,576.81,1,2,0.0,0
4900,0,14.54,18000.0,168.76,0,3,94.0,0
7500,0,5.79,60000.0,227.46,2,6,9.0,0
12000,1,11.11,55200.0,261.57,2,5,8.0,0
9000,1,10.37,110000.0,192.87,0,5,53.0,0
35000,0,9.63,275000.0,1123.29,1,5,9.7,0
16000,1,15.65,71000.0,386.12,0,3,31.1,1
3000,0,10.37,105000.0,97.33,0,5,69.0,0
8000,0,10.37,24000.0,259.53,2,5,58.6,0
9800,0,7.29,28000.0,303.9,0,6,31.1,0
5000,0,16.02,40800.0,175.84,2,3,13.4,1
4000,0,10.37,35000.0,129.77,1,5,60.2,0
2400,0,10.74,91000.0,78.28,2,5,41.7,0
6000,1,10.37,120000.0,128.58,2,5,6.4,1
10000,0,6.92,48000.0,308.41,1,6,2.8,0
6000,0,7.29,116000.0,186.06,0,6,67.6,0
2000,0,5.42,123996.0,60.32,0,6,15.8,0
12000,0,5.79,106000.0,363.93,0,6,0.0,0
4000,0,10.0,22000.0,129.07,1,5,45.4,0
24000,1,20.85,129000.0,647.26,1,0,60.8,0
16700,0,7.66,33400.0,520.71,1,6,1.2,0
20000,1,10.37,79000.0,428.6,2,5,0.0,0
15000,0,11.11,33600.0,491.87,0,5,33.7,0
5500,0,7.66,20000.0,171.49,0,6,14.4,0
7000,0,7.29,65000.0,217.07,2,6,39.1,0
35000,1,14.54,91000.0,824.23,1,3,51.6,1
15000,1,12.68,42000.0,338.85,0,4,2.0,0
18000,0,12.68,74000.0,603.73,1,4,73.3,0
14400,0,7.29,45000.0,446.55,1,6,3.3,0
18000,1,13.8,80400.0,416.97,2,4,22.3,0
16500,1,15.28,63996.0,394.97,0,3,83.7,0
9000,1,16.4,45000.0,220.78,0,2,95.4,0
24000,0,10.37,75000.0,778.59,1,5,63.7,0
12000,1,16.4,65000.0,294.38,0,2,75.1,0
9600,1,10.37,36000.0,205.73,2,5,3.1,0
4600,0,5.42,43971.0,138.74,0,6,23.7,0
7000,1,20.11,30720.0,185.89,2,0,97.1,1
5000,1,17.14,36000.0,124.64,2,2,63.3,0
2500,1,7.29,43872.0,49.85,0,6,6.2,0
25000,1,14.17,101000.0,583.92,1,4,57.4,0
6000,0,6.92,120000.0,185.05,0,6,30.3,0
3000,0,12.68,21000.0,100.63,0,4,88.2,0
22750,1,14.91,50000.0,540.15,2,3,78.4,0
10000,1,18.99,35000.0,259.36,2,1,56.5,0
12000,0,5.79,45000.0,363.93,0,6,17.0,0
3075,0,5.42,36000.0,92.75,0,6,25.5,0
20000,1,18.25,40320.0,510.6,1,1,94.7,0
24000,1,16.02,85944.0,583.89,1,3,75.6,1
35000,0,7.29,250000.0,1085.35,2,6,40.2,0
5950,0,7.29,78000.0,184.51,2,6,78.7,0
8000,0,9.63,37876.8,256.76,2,5,77.3,0
8000,1,17.51,40000.0,201.03,2,2,89.2,1
8000,1,15.65,33996.0,193.06,2,3,87.6,1
3000,0,13.43,21000.0,101.71,0,4,42.0,0
2100,0,9.63,80000.0,67.4,0,5,59.9,1
4800,0,7.29,80000.0,148.85,1,6,61.6,0
18000,1,13.8,65800.0,416.97,1,4,13.3,0
3600,0,10.0,33000.0,116.17,2,5,42.2,1
5500,0,5.79,23004.0,166.8,2,6,0.0,0
10000,0,5.42,38400.0,301.6,0,6,17.6,0
2000,0,7.29,28596.0,62.02,0,6,2.3,0
9750,1,16.4,32400.0,239.18,0,2,74.9,0
6800,1,16.77,54000.0,168.16,0,2,90.3,1
4000,1,10.37,59000.0,85.72,1,5,36.4,0
10000,1,16.77,60000.0,247.3,2,2,5.9,1
18275,1,14.17,48000.0,426.84,1,4,61.8,0
2000,0,7.66,70000.0,62.36,0,6,80.2,0
8000,0,7.66,37000.0,249.44,0,6,30.7,1
3000,0,13.06,30857.0,101.17,1,4,0.0,1
7925,1,14.91,98000.0,188.17,1,3,88.6,1
24000,1,15.28,92000.0,574.5,1,3,23.4,0
6600,0,11.11,48000.0,216.42,2,5,70.8,0
10000,0,10.37,30636.0,324.42,1,5,61.4,0
5000,0,10.37,36000.0,162.21,2,5,47.3,1
10000,0,11.11,73000.0,327.91,2,5,28.0,0
4000,1,16.77,36500.0,98.92,2,2,7.2,0
9050,0,7.29,62130.0,280.64,0,6,59.4,0
8500,0,7.29,57600.0,263.59,2,6,14.7,0
12000,0,10.74,175000.0,391.39,2,5,41.8,0
12750,0,7.29,80000.0,395.38,1,6,39.8,0
6000,0,6.92,110000.0,185.05,2,6,27.5,0
20000,0,10.0,140000.0,645.35,1,5,5.1,0
5550,0,7.29,64000.0,172.11,1,6,61.0,0
7000,0,7.29,43000.0,217.07,1,6,41.5,0
14400,0,5.79,100000.0,436.71,1,6,49.3,0
8000,1,14.17,84996.0,186.86,0,4,59.5,0
1000,0,9.63,28176.0,32.1,2,5,39.7,0
25000,0,18.62,71007.0,911.61,1,1,47.6,0
35000,0,14.91,240000.0,1211.75,2,3,71.0,0
6000,0,12.68,75000.0,201.25,2,4,93.8,0
10000,0,10.37,54996.0,324.42,0,5,29.6,1
14500,1,17.88,40800.0,367.26,2,2,68.4,0
30000,1,16.77,145000.0,741.88,1,2,3.0,0
6000,0,5.42,72000.0,180.96,1,6,3.1,0
11000,1,14.17,60000.0,256.93,0,4,39.4,0
5100,1,13.06,60000.0,116.2,2,4,25.8,0
9500,0,6.92,52500.0,292.99,0,6,55.8,0
20400,0,14.91,40700.0,706.28,1,3,5.9,0
12600,0,6.92,190000.0,388.6,2,6,16.2,0
6000,1,12.68,24000.0,135.54,2,4,49.3,0
15800,1,10.74,84000.0,341.49,2,5,17.1,0
10000,0,7.29,80000.0,310.1,2,6,36.8,0
5200,0,10.37,60000.0,168.7,2,5,65.3,1
11500,0,10.74,74000.0,375.09,0,5,61.3,0
4000,0,14.54,40800.0,137.77,1,3,76.7,0
6000,0,10.74,55000.0,195.7,0,5,67.4,0
5600,0,5.79,19800.0,169.84,2,6,12.6,0
4800,0,14.17,70000.0,164.45,2,4,88.2,0
6000,0,10.0,57600.0,193.61,1,5,79.9,0
8000,1,14.17,40320.0,186.86,1,4,38.7,0
25000,1,18.25,65000.0,638.25,1,1,45.9,0
20000,1,20.85,60000.0,539.39,2,0,90.5,0
10200,0,13.06,78000.0,343.98,1,4,80.7,0
12000,0,15.28,65000.0,417.64,2,3,97.7,0
8000,0,6.92,65000.0,246.73,1,6,35.6,0
13500,0,7.29,74984.0,418.64,0,6,37.4,0
17600,1,20.85,400000.0,474.66,1,0,92.7,0
9125,1,10.74,100000.0,197.22,0,5,83.4,0
8000,0,13.8,95000.0,272.65,2,4,74.4,0
12375,0,10.37,39552.0,401.46,1,5,89.1,1
12000,0,7.29,75000.0,372.12,2,6,63.9,0
6000,0,7.66,40000.0,187.08,0,6,65.8,0
9900,1,10.0,46400.0,210.35,1,5,19.7,1
12000,0,10.37,63000.0,389.3,2,5,45.9,0
9000,0,12.68,60000.0,301.87,0,4,71.2,0
8000,0,7.29,24000.0,248.08,0,6,0.0,0
22000,1,13.8,78384.0,509.63,1,4,6.3,0
2500,1,16.02,48000.0,60.83,2,3,69.4,1
5825,0,13.43,63180.0,197.48,1,4,71.4,0
18000,1,16.77,62000.0,445.13,1,2,52.4,0
16450,0,16.02,45000.0,578.5,2,3,97.9,0
2500,1,10.74,15000.0,54.04,2,5,12.3,0
6000,1,7.66,64500.0,120.69,2,6,34.4,0
15350,1,17.88,146775.0,388.79,0,2,95.2,1
2400,0,11.11,69996.0,78.7,1,5,49.6,0
10000,1,14.91,57000.0,237.43,2,3,62.2,0
25000,0,13.8,70000.0,852.02,1,4,66.1,0
5500,0,11.11,33000.0,180.35,2,5,42.9,0
12000,0,11.11,55000.0,393.5,1,5,24.9,1
6000,0,10.74,61104.0,195.7,1,5,76.0,0
16000,0,12.68,90000.0,536.65,1,4,75.2,0
2500,0,10.74,92500.0,81.54,2,5,52.3,0
8000,1,15.65,55000.0,193.06,2,3,43.1,0
18000,1,16.4,66000.0,441.56,2,2,50.3,1
13000,0,10.37,62496.0,421.74,0,5,80.7,0
8000,1,13.06,140341.44,182.28,2,4,12.6,0
1500,0,14.54,91000.0,51.67,2,3,94.4,0
8500,1,11.11,33600.0,185.28,0,5,11.6,1
18000,0,10.0,102000.0,580.81,2,5,53.3,0
15000,0,11.11,100000.0,491.87,1,5,27.0,0
15000,1,19.74,70000.0,395.25,1,1,32.3,1
2800,0,11.11,90000.0,91.82,1,5,71.4,0
10400,0,5.79,85000.0,315.4,0,6,21.9,0
6000,0,11.11,70356.0,196.75,2,5,75.0,0
5400,0,7.29,45000.0,167.46,2,6,89.5,0
7500,1,14.91,48000.0,178.08,2,3,61.0,0
4100,0,14.91,65000.0,141.95,0,3,69.1,0
10000,0,11.11,36000.0,327.91,2,5,27.5,0
16450,1,11.11,50000.0,358.57,1,5,8.4,0
14500,0,7.66,64000.0,452.11,1,6,34.3,0
35000,1,19.36,87929.0,914.87,1,1,47.0,1
7000,0,9.63,59796.0,224.66,0,5,54.2,0
10000,1,16.02,43000.0,243.29,1,3,67.3,1
9600,0,7.66,53000.0,299.33,0,6,46.1,0
8000,0,11.11,120000.0,262.33,1,5,61.4,0
12900,1,16.02,145000.0,313.85,2,3,27.3,0
20000,1,19.36,185000.0,522.79,1,1,89.7,0
20000,1,18.62,60000.0,514.64,2,1,0.0,1
18000,1,13.43,40000.0,413.53,1,4,26.0,1
8000,1,16.02,44000.0,194.63,0,3,76.0,1
35000,1,16.77,185000.0,865.52,1,2,64.7,1
3600,0,6.92,30000.0,111.03,2,6,10.3,1
2000,0,5.42,30000.0,60.32,0,6,13.6,0
6000,1,16.02,23000.0,145.98,0,3,95.8,0
33250,0,13.06,130000.0,1121.29,1,4,67.3,0
15000,0,7.66,175000.0,467.7,0,6,10.5,0
10800,1,15.28,41600.0,258.53,1,3,59.2,0
12000,0,10.37,98000.0,389.3,0,5,20.4,0
4000,0,10.37,12600.0,129.77,1,5,15.8,0
16525,0,15.28,98400.0,575.12,1,3,82.9,0
20000,1,20.48,63820.0,535.24,1,0,25.5,1
4700,0,6.92,145596.0,144.96,0,6,14.5,0
8000,0,11.11,24000.0,262.33,2,5,0.0,0
3500,0,5.42,70000.0,105.56,2,6,2.9,0
6000,0,10.0,85000.0,193.61,1,5,82.1,0
1825,0,12.68,19200.0,61.22,0,4,49.1,0
3950,0,6.92,45000.0,121.83,1,6,23.7,0
7000,1,16.02,28800.0,170.31,2,3,8.3,1
7200,0,7.66,23000.0,224.5,1,6,18.2,0
5000,0,6.92,24000.0,154.21,0,6,15.9,0
5000,0,10.74,35000.0,163.08,2,5,68.2,0
15000,1,16.77,75600.0,370.94,2,2,52.0,1
20000,1,15.65,120000.0,482.65,2,3,64.8,0
4800,1,16.77,38000.0,118.7,0,2,67.5,0
2500,0,7.29,42000.0,77.53,2,6,52.3,0
14400,0,7.66,82000.0,448.99,0,6,70.6,0
10000,1,15.65,45000.0,241.33,1,3,23.6,0
11700,0,10.74,45192.0,381.61,1,5,51.8,0
6400,0,6.92,50000.0,197.38,0,6,29.6,0
35000,1,17.14,146000.0,872.48,1,2,16.0,0
1500,0,13.06,35000.0,50.59,0,4,37.6,0
10800,1,18.62,35918.4,277.91,1,1,76.6,0
14600,1,13.06,60000.0,332.65,1,4,68.6,0
15000,0,10.37,80000.0,486.62,1,5,56.7,0
3000,0,7.29,38748.0,93.03,0,6,39.7,0
10000,1,16.02,38000.0,243.29,2,3,27.5,0
12000,1,16.02,48000.0,291.95,2,3,94.8,0
3000,0,13.06,18000.0,101.17,2,4,0.0,1
18000,1,14.91,57600.0,427.37,1,3,44.1,0
10000,0,5.42,36396.0,301.6,0,6,14.0,0
15250,1,13.43,40000.0,350.36,0,4,35.7,0
25000,0,10.37,97000.0,811.03,1,5,28.3,0
14400,1,17.51,42000.0,361.84,0,2,93.2,0
4800,0,5.42,54000.0,144.77,2,6,8.4,0
3625,0,6.92,32400.0,111.8,0,6,19.6,0
16000,1,20.11,85000.0,424.89,1,0,71.4,0
9000,1,13.06,44137.0,205.06,0,4,64.0,0
22000,1,14.17,80000.0,513.85,2,4,23.1,1
12500,0,18.62,43560.0,455.81,2,1,85.6,0
3600,1,13.8,33504.0,83.4,2,4,35.1,0
4000,1,13.8,42000.0,92.66,0,4,77.4,1
8000,0,13.43,50000.0,271.22,2,4,63.3,0
15250,1,13.8,44000.0,353.27,0,4,0.6,0
8000,0,5.79,39000.0,242.62,2,6,15.4,1
8000,1,15.65,30000.0,193.06,2,3,99.8,1
12000,0,6.92,75000.0,370.09,0,6,31.7,0
24000,1,19.74,103000.0,632.39,1,1,75.2,0
10000,0,6.92,42000.0,308.41,2,6,37.4,0
10000,0,9.63,40704.0,320.94,1,5,59.3,0
14000,0,7.29,33200.0,434.14,0,6,23.4,0
12000,0,7.66,143375.0,374.16,0,6,54.0,0
15000,0,10.74,60000.0,489.24,2,5,65.1,0
12000,0,10.74,85000.0,391.39,0,5,28.8,0
3000,1,13.8,10720.0,69.5,2,4,4.6,1
10000,0,7.29,35000.0,310.1,0,6,26.5,0
15000,1,12.68,95000.0,338.85,1,4,31.6,0
10000,0,14.91,53000.0,346.22,1,3,98.0,0
9600,0,10.74,55000.0,313.12,0,5,97.1,0
20000,0,12.68,74000.0,670.81,1,4,57.5,0
25000,1,19.36,92000.0,653.48,1,1,35.8,0
16000,1,20.85,56726.0,431.51,1,0,93.0,0
13650,1,10.0,60000.0,290.03,0,5,42.2,0
7200,0,12.68,25000.0,241.49,2,4,86.2,0
14000,0,7.29,86500.0,434.14,0,6,66.0,0
25000,0,16.77,104000.0,888.46,1,2,87.9,0
10000,0,12.68,99000.0,335.41,1,4,86.1,0
5375,0,5.79,14400.0,163.01,0,6,30.5,0
30000,1,19.74,75000.0,790.49,1,1,86.1,1
12000,1,11.11,67656.0,261.57,2,5,62.7,0
16950,0,10.37,75000.0,549.88,1,5,77.4,0
16800,1,12.68,82000.0,379.51,2,4,27.7,0
5000,0,10.0,36300.0,161.34,1,5,65.2,1
35000,0,12.68,90000.0,1173.91,1,4,2.0,0
12000,1,10.74,32000.0,259.36,2,5,72.2,1
5000,0,10.37,46500.0,162.21,2,5,92.2,1
10000,0,5.42,54000.0,301.6,1,6,8.7,0
10000,0,16.4,70000.0,353.55,1,2,0.4,0
9000,1,13.43,56000.0,206.77,2,4,39.7,1
15000,0,7.66,148000.0,467.7,2,6,27.9,0
6300,0,5.79,51500.0,191.06,0,6,22.8,0
30000,1,16.77,94000.0,741.88,0,2,47.0,0
9600,0,7.29,85392.0,297.7,1,6,58.3,0
9000,1,11.11,82000.0,196.18,0,5,84.6,0
9600,0,14.17,72000.0,328.9,0,4,52.4,0
10000,0,10.0,90000.0,322.68,0,5,36.0,0
9000,1,13.8,37236.96,208.49,0,4,70.8,1
14000,0,7.66,260000.0,436.52,2,6,36.2,0
15000,1,14.91,39000.0,356.15,0,3,67.1,0
11000,0,5.42,39520.0,331.76,0,6,42.9,0
11000,0,10.37,42000.0,356.86,2,5,93.5,1
4800,0,7.66,26400.0,149.67,0,6,37.0,0
14000,1,10.37,54000.0,300.02,0,5,35.1,0
15250,1,12.68,38000.0,344.5,1,4,14.0,1
8000,0,13.8,24000.0,272.65,2,4,90.6,0
15000,0,16.4,36000.0,530.33,1,2,62.0,0
35000,1,18.25,166300.0,893.54,1,1,6.0,0
9600,1,15.28,135000.0,229.8,2,3,18.2,0
12000,0,7.29,36000.0,372.12,2,6,8.5,0
25200,0,15.65,96260.0,881.61,1,3,55.8,0
6500,0,5.79,60000.0,197.13,1,6,35.4,0
4800,0,11.11,69000.0,157.4,2,5,22.0,0
35000,0,17.88,102000.0,1263.23,1,2,71.3,0
6800,0,5.79,45000.0,206.23,2,6,17.1,0
8000,0,10.37,50000.0,259.53,0,5,19.7,0
10000,0,9.63,44000.0,320.94,0,5,45.2,0
8500,0,6.92,60000.0,262.15,0,6,12.5,0
9350,0,10.37,83196.0,303.33,2,5,73.8,0
5000,0,11.11,85272.0,163.96,1,5,30.0,0
10000,0,10.37,60000.0,324.42,1,5,27.4,1
4500,0,5.42,48000.0,135.72,0,6,26.1,0
4200,1,14.91,42000.0,99.72,0,3,93.9,0
4000,0,5.79,45600.0,121.31,2,6,17.9,1
10000,0,15.65,50000.0,349.85,0,3,82.6,0
4550,1,10.74,78700.0,98.34,0,5,12.0,0
10400,0,14.91,60000.0,360.07,0,3,77.3,0
3625,0,11.11,24000.0,118.87,2,5,74.3,1
3000,1,15.28,14676.0,71.82,1,3,0.0,0
6000,1,18.62,57000.0,154.4,1,1,31.1,0
10000,0,16.02,67600.0,351.67,2,3,43.6,0
15000,1,19.36,120000.0,392.09,1,1,60.9,0
35000,1,17.51,160000.0,879.47,1,2,85.7,0
10000,0,5.79,68000.0,303.27,1,6,0.0,0
13000,0,15.65,77000.0,454.8,0,3,96.2,0
10000,0,11.11,45000.0,327.91,0,5,64.6,0
1000,0,10.0,52000.0,32.27,0,5,29.6,0
5000,0,9.63,46044.0,160.47,0,5,85.4,0
8400,1,17.14,62000.0,209.4,0,2,89.9,0
16000,1,14.91,90000.0,379.89,1,3,42.5,1
4000,0,5.79,13200.0,121.31,0,6,80.5,0
7500,0,5.79,30000.0,227.46,0,6,31.4,0
7200,0,6.92,93000.0,222.06,2,6,17.4,0
15000,0,10.0,77368.0,484.01,0,5,40.4,0
4000,0,6.92,55000.0,123.37,1,6,72.6,0
6000,1,19.74,60000.0,158.1,2,1,66.2,1
11200,0,5.79,66000.0,339.67,0,6,5.0,0
5000,0,7.29,50000.0,155.05,2,6,37.3,0
1000,0,14.17,50000.0,34.27,2,4,60.9,1
10000,0,13.8,48000.0,340.81,0,4,96.0,1
26000,1,18.99,60000.0,674.32,1,1,81.7,1
4500,0,10.0,73000.0,145.21,2,5,21.0,1
10000,1,7.66,85000.0,201.15,0,6,12.2,0
20050,1,17.51,80000.0,503.81,0,2,68.0,1
2725,0,10.74,31200.0,88.88,2,5,89.9,0
6000,0,5.79,30000.0,181.97,1,6,29.4,0
25000,1,15.65,65000.0,603.32,1,3,55.3,0
5000,0,10.74,53000.0,163.08,2,5,8.3,0
1800,0,9.63,100000.0,57.77,2,5,34.6,0
12000,0,7.29,68400.0,372.12,2,6,52.3,0
8000,0,14.91,40777.0,276.98,2,3,85.3,0
9000,1,19.36,35000.0,235.26,2,1,92.3,1
9000,1,10.37,48000.0,192.87,0,5,44.3,0
20000,1,21.59,80000.0,547.73,0,0,99.7,0
7000,0,5.42,160000.0,211.12,1,6,14.7,0
8000,0,14.91,54600.0,276.98,0,3,25.1,1
10000,0,5.79,32997.6,303.27,2,6,32.4,0
13000,1,16.02,95000.0,316.28,0,3,34.5,0
8500,0,10.37,220000.0,275.76,1,5,87.3,0
6000,1,13.06,81600.0,136.71,0,4,6.0,0
28000,0,18.62,62448.0,1021.0,2,1,30.9,0
28000,1,16.4,275000.0,686.88,1,2,63.5,1
7500,1,12.68,35000.0,169.43,1,4,72.8,0
10500,1,11.11,72000.0,228.88,0,5,58.2,0
12800,1,17.14,46800.0,319.08,0,2,87.1,0
15000,0,10.37,45000.0,486.62,0,5,57.2,0
10000,0,10.37,120000.0,324.42,1,5,83.8,0
5000,0,6.92,24000.0,154.21,0,6,0.0,0
20000,1,13.06,82800.0,455.68,1,4,2.1,0
17500,0,15.28,92500.0,609.05,2,3,74.4,0
7000,0,5.79,58000.0,212.29,0,6,49.0,1
15000,1,16.02,55000.0,364.94,1,3,21.6,1
12000,1,10.37,59000.0,257.16,2,5,38.8,0
9600,1,10.74,125000.0,207.49,0,5,2.1,0
7000,0,6.92,29736.0,215.89,0,6,48.8,0
10000,0,16.4,69000.0,353.55,0,2,48.7,0
3200,1,16.4,25000.0,78.5,0,2,47.7,0
12000,1,14.17,96000.0,280.28,0,4,48.5,0
30000,1,16.4,63000.0,735.94,1,2,65.9,0
35000,1,17.51,70000.0,879.47,1,2,37.6,1
20000,1,15.28,50360.0,478.75,1,3,12.6,0
12000,1,13.43,72000.0,275.69,0,4,55.7,0
6000,1,13.43,44000.0,137.85,0,4,49.7,0
12000,1,18.99,87192.0,311.23,2,1,72.3,0
14000,1,15.28,82000.0,335.13,1,3,41.3,0
25000,1,16.4,75000.0,613.28,1,2,51.4,0
6250,0,6.92,50004.0,192.76,1,6,62.5,0
17600,1,10.74,70080.0,380.39,1,5,14.3,0
10000,1,11.11,37956.0,217.98,0,5,65.9,0
14000,0,15.28,59004.0,487.24,1,3,69.6,0
29700,1,16.4,48500.0,728.58,1,2,54.9,0
7000,0,12.68,54000.0,234.79,2,4,45.0,1
4000,1,16.02,19800.0,97.32,0,3,31.8,0
10000,0,7.29,69996.0,310.1,0,6,41.9,0
4000,1,21.22,24000.0,108.71,2,0,33.5,1
35000,1,20.48,105000.0,936.66,1,0,88.0,0
9800,1,15.28,33196.0,234.59,0,3,65.4,0
23000,1,18.25,92004.0,587.19,2,1,82.6,0
8000,0,11.11,39860.0,262.33,2,5,76.6,0
10000,0,10.74,36000.0,326.16,2,5,43.3,1
5000,0,7.29,60000.0,155.05,2,6,2.7,0
11500,0,20.11,27000.0,428.03,2,0,99.2,0
2800,0,16.77,45600.0,99.51,0,2,98.6,0
15000,1,13.8,55000.0,347.48,1,4,16.6,0
8700,0,6.92,66250.0,268.32,1,6,24.1,0
5000,0,13.43,30000.0,169.51,2,4,44.0,0
10000,0,10.37,38000.0,324.42,0,5,23.8,0
8000,1,16.77,300000.0,197.84,2,2,22.5,0
6000,0,7.66,50000.0,187.08,2,6,43.6,0
3000,0,10.0,57000.0,96.81,2,5,64.1,0
15000,1,16.02,45000.0,364.94,1,3,73.3,0
11425,0,10.37,107806.4,370.65,0,5,65.6,0
1000,0,5.42,135600.0,30.16,0,6,0.0,0
4000,0,9.63,28704.0,128.38,2,5,64.1,0
4000,0,7.29,40000.0,124.04,0,6,43.0,0
8000,1,13.06,52800.0,182.28,1,4,79.8,1
8000,1,10.0,32760.0,169.98,0,5,14.1,0
8400,1,10.37,80000.0,180.01,0,5,51.8,0
8400,1,15.65,53844.0,202.72,0,3,78.5,1
5000,0,17.51,110000.0,179.54,2,2,99.2,0
12000,1,13.06,105000.0,273.41,1,4,36.9,0
16000,0,10.0,66000.0,516.28,0,5,56.0,0
17000,1,17.14,35000.0,423.78,1,2,41.1,1
9600,0,10.0,82000.0,309.77,0,5,17.4,0
2000,0,10.37,35000.0,64.89,2,5,87.6,0
11550,1,11.11,43200.0,251.76,2,5,79.5,1
25000,1,16.02,70000.0,608.22,1,3,36.2,0
20000,0,11.11,96000.0,655.82,1,5,14.1,0
35000,1,17.88,80000.0,886.49,1,2,40.5,0
16000,1,16.02,40000.0,389.26,0,3,52.1,0
16000,1,13.06,100000.0,364.55,2,4,54.8,0
12000,1,10.37,48000.0,257.16,0,5,41.9,0
11850,1,11.11,36000.0,258.3,0,5,79.4,0
4200,1,10.37,105600.0,90.01,0,5,36.6,0
9000,0,15.28,65000.0,313.23,2,3,47.6,0
35000,0,16.77,225000.0,1243.85,1,2,39.1,0
7475,0,5.42,40500.0,225.45,1,6,25.4,0
4500,0,12.68,31920.0,150.94,2,4,75.5,0
8000,1,13.43,64800.0,183.8,0,4,22.0,0
4000,1,7.29,25200.0,79.76,2,6,9.2,0
9500,0,5.42,126000.0,286.52,2,6,29.1,0
25000,1,19.74,78000.0,658.74,1,1,93.3,1
10000,0,5.42,120000.0,301.6,0,6,23.1,0
12375,1,14.91,35000.0,293.82,2,3,69.9,1
7200,0,5.42,32000.0,217.16,0,6,9.5,0
